State,District,Block,Gram Panchayat,Village,SHG Code,SHG Name,SHG NIC Code,SHG Category,Date of Formation,Active Members,Primary Parent CBO (VO),Secondary Parent CBO (CLF),Promoted By,Promoters Name,Co-option Status,Co-option/Revival Date,SHG Type,Special SHG Type,Meeting Frequency,Savings Frequency,Savings Amount,Tenure of Office Bearers (Months),Primary Livelihoods,Secondary Livelihoods,Tertiary Livelihoods,Status (Active/Inactive),1st Account Number,1st Account Type,1st IFSC,1st Branch Name,1st Bank Name,1st Account Opening Date,is_synthetic
CHHATTISGARH,Jashpur,Jashpur North,GP_901,Village_901,40008364110,Mahila Jashpur Group,912852,SC,,9,VO_CHH_901,CLF_CHH_901,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,72,24,shg_agriculture,-,shg_livestock,Active,462869563723.0,Savings (Default),SBIN8529380,Jashpur,UNION BANK,,True
CHHATTISGARH,Raigarh,Raigarh Rural,GP_902,Village_902,40008364111,Pragati Raigarh Sangathan,532609,OBC,,11,VO_CHH_902,CLF_CHH_902,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,13,24,shg_agriculture,-,-,Active,251050131610.0,Savings (Default),SBIN2874415,Raigarh,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Ambikapur,Ambikapur East,GP_903,Village_903,40008364112,Udyog Ambikapur SHG,676576,OTH,,10,VO_CHH_903,CLF_CHH_903,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,24,-,shg_livestock,shg_livestock,Active,487643255959.0,Savings (Default),SBIN2544062,Ambikapur,CANARA BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon Rural,GP_904,Village_904,40008364113,Prerna Kondagaon Mandal,355948,GEN,,9,VO_CHH_904,CLF_CHH_904,Other,,No,,Woman(Regular),none,Weekly,Monthly,60,12,shg_agriculture,-,-,Active,792997398477.0,Savings (Default),SBIN4247726,Kondagaon,CANARA BANK,,True
CHHATTISGARH,Dhamtari,Dhamtari Rural,GP_905,Village_905,40008364114,Sahayog Dhamtari Mandal,953240,ST,,11,VO_CHH_905,CLF_CHH_905,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_manufacturing,shg_livestock,-,Active,812853307703.0,Savings (Default),SBIN9338277,Dhamtari,BANK OF BARODA,,True
CHHATTISGARH,Balod,Balod East,GP_906,Village_906,40008364115,Swayam Balod Sangathan,918084,OTH,,11,VO_CHH_906,CLF_CHH_906,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,51,24,shg_agriculture,-,shg_livestock,Active,173598778502.0,Savings (Default),SBIN5296814,Balod,UNION BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur South,GP_907,Village_907,40008364116,Shakti Jagdalpur SHG,843140,GEN,,11,VO_CHH_907,CLF_CHH_907,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_manufacturing,-,shg_livestock,Active,67884883846.0,Savings (Default),SBIN5062353,Jagdalpur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon Rural,GP_908,Village_908,40008364117,Sahayog Kondagaon Sangathan,907689,OTH,,12,VO_CHH_908,CLF_CHH_908,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,35,36,shg_agriculture,shg_livestock,-,Active,508350509148.0,Savings (Default),SBIN1045298,Kondagaon,BANK OF BARODA,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon West,GP_909,Village_909,40008364118,Mahila Rajnandgaon Samiti,540182,OTH,,10,VO_CHH_909,CLF_CHH_909,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,26,36,shg_agriculture,-,-,Active,253574030624.0,Savings (Default),SBIN7833355,Rajnandgaon,STATE BANK OF INDIA,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon West,GP_910,Village_910,40008364119,Sahayog Rajnandgaon Samiti,456071,SC,,10,VO_CHH_910,CLF_CHH_910,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_manufacturing,-,-,Active,333686013418.0,Savings (Default),SBIN3901110,Rajnandgaon,CANARA BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon Rural,GP_911,Village_911,40008364120,Asha Rajnandgaon SHG,650590,OTH,,12,VO_CHH_911,CLF_CHH_911,Other,,No,,Woman(Regular),none,Weekly,Monthly,60,36,shg_fishery,-,-,Active,487029594558.0,Savings (Default),SBIN9246686,Rajnandgaon,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon West,GP_912,Village_912,40008364121,Navjyoti Kondagaon SHG,306049,OTH,,12,VO_CHH_912,CLF_CHH_912,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_manufacturing,shg_livestock,shg_manufacturing,Active,240957743730.0,Savings (Default),SBIN9191579,Kondagaon,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Korba,Korba West,GP_913,Village_913,40008364122,Sahayog Korba SHG,137173,OBC,,12,VO_CHH_913,CLF_CHH_913,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,22,24,-,shg_horticulture,shg_livestock,Active,853018620170.0,Savings (Default),SBIN5682094,Korba,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Ambikapur,Ambikapur Central,GP_914,Village_914,40008364123,Prerna Ambikapur Mandal,905348,SC,,10,VO_CHH_914,CLF_CHH_914,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,40,36,shg_agriculture,-,-,Active,612994492826.0,Savings (Default),SBIN6680340,Ambikapur,CANARA BANK,,True
CHHATTISGARH,Ambikapur,Ambikapur Central,GP_915,Village_915,40008364124,Pragati Ambikapur Group,156790,GEN,,10,VO_CHH_915,CLF_CHH_915,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,34,24,-,-,-,Active,133577577088.0,Savings (Default),SBIN4517421,Ambikapur,UNION BANK,,True
CHHATTISGARH,Korba,Korba East,GP_916,Village_916,40008364125,Pragati Korba Group,118395,OTH,,13,VO_CHH_916,CLF_CHH_916,Other,,No,,Woman(Regular),none,Weekly,Monthly,1,36,-,-,-,Active,33353379535.0,Savings (Default),SBIN6729134,Korba,BANK OF BARODA,,True
CHHATTISGARH,Jashpur,Jashpur North,GP_917,Village_917,40008364126,Udyog Jashpur Sangathan,405245,GEN,,11,VO_CHH_917,CLF_CHH_917,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_agriculture,shg_manufacturing,-,Active,537247542139.0,Savings (Default),SBIN8306783,Jashpur,STATE BANK OF INDIA,,True
CHHATTISGARH,Durg,Durg Rural,GP_918,Village_918,40008364127,Prerna Durg SHG,129037,OBC,,11,VO_CHH_918,CLF_CHH_918,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,29,12,-,-,-,Active,182541002276.0,Savings (Default),SBIN5828991,Durg,BANK OF BARODA,,True
CHHATTISGARH,Durg,Durg East,GP_919,Village_919,40008364128,Samridhi Durg Mandal,145887,GEN,,13,VO_CHH_919,CLF_CHH_919,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,35,36,shg_agriculture,-,shg_livestock,Active,273486378505.0,Savings (Default),SBIN6799546,Durg,BANK OF BARODA,,True
CHHATTISGARH,Dhamtari,Dhamtari Central,GP_920,Village_920,40008364129,Janani Dhamtari SHG,806531,OTH,,10,VO_CHH_920,CLF_CHH_920,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,25,24,shg_manufacturing,shg_agriculture,shg_livestock,Active,876957643330.0,Savings (Default),SBIN2303508,Dhamtari,CANARA BANK,,True
CHHATTISGARH,Mahasamund,Mahasamund South,GP_921,Village_921,40008364130,Samridhi Mahasamund Sangathan,731105,OBC,,10,VO_CHH_921,CLF_CHH_921,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,shg_livestock,shg_manufacturing,Active,326340622254.0,Savings (Default),SBIN9008316,Mahasamund,CANARA BANK,,True
CHHATTISGARH,Raigarh,Raigarh East,GP_922,Village_922,40008364131,Udyog Raigarh Mandal,907112,GEN,,10,VO_CHH_922,CLF_CHH_922,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_agriculture,-,-,Active,490168314171.0,Savings (Default),SBIN1193723,Raigarh,BANK OF BARODA,,True
CHHATTISGARH,Ambikapur,Ambikapur North,GP_923,Village_923,40008364132,Sahayog Ambikapur Samiti,898756,OTH,,11,VO_CHH_923,CLF_CHH_923,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_agriculture,shg_livestock,-,Active,950671306175.0,Savings (Default),SBIN1343475,Ambikapur,STATE BANK OF INDIA,,True
CHHATTISGARH,Dhamtari,Dhamtari Central,GP_924,Village_924,40008364133,Samridhi Dhamtari SHG,233258,GEN,,10,VO_CHH_924,CLF_CHH_924,Other,,No,,Woman(Regular),none,Weekly,Monthly,84,12,shg_agriculture,-,-,Active,700621289689.0,Savings (Default),SBIN1248820,Dhamtari,CANARA BANK,,True
CHHATTISGARH,Kanker,Kanker East,GP_925,Village_925,40008364134,Sahayog Kanker Sangathan,884995,SC,,9,VO_CHH_925,CLF_CHH_925,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,61,12,shg_agriculture,-,-,Active,652413396079.0,Savings (Default),SBIN4298101,Kanker,CANARA BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur North,GP_926,Village_926,40008364135,Jyoti Jagdalpur Mandal,616696,OBC,,12,VO_CHH_926,CLF_CHH_926,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,23,12,shg_livestock,-,shg_livestock,Active,622432944432.0,Savings (Default),SBIN1166307,Jagdalpur,BANK OF BARODA,,True
CHHATTISGARH,Kawardha,Kawardha Rural,GP_927,Village_927,40008364136,Prerna Kawardha Group,793325,SC,,13,VO_CHH_927,CLF_CHH_927,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,9,36,shg_livestock,-,shg_trading,Active,663509522394.0,Savings (Default),SBIN3923089,Kawardha,UNION BANK,,True
CHHATTISGARH,Jashpur,Jashpur East,GP_928,Village_928,40008364137,Udyog Jashpur SHG,970678,GEN,,10,VO_CHH_928,CLF_CHH_928,NRLM,,No,,Woman(Regular),none,Weekly,Fortnightly,1,12,shg_agriculture,shg_agriculture,-,Active,845483090766.0,Savings (Default),SBIN2444493,Jashpur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon North,GP_929,Village_929,40008364138,Sahayog Rajnandgaon Sangathan,298483,OBC,,10,VO_CHH_929,CLF_CHH_929,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,24,-,-,-,Active,610042688563.0,Savings (Default),SBIN7046279,Rajnandgaon,BANK OF BARODA,,True
CHHATTISGARH,Jagdalpur,Jagdalpur South,GP_930,Village_930,40008364139,Pragati Jagdalpur SHG,737816,OTH,,12,VO_CHH_930,CLF_CHH_930,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,24,36,-,-,-,Active,679500454621.0,Savings (Default),SBIN1590594,Jagdalpur,UNION BANK,,True
CHHATTISGARH,Raipur,Raipur East,GP_931,Village_931,40008364140,Pragati Raipur SHG,251137,OTH,,13,VO_CHH_931,CLF_CHH_931,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,15,12,shg_agriculture,-,shg_fishery,Active,394938605673.0,Savings (Default),SBIN5325849,Raipur,STATE BANK OF INDIA,,True
CHHATTISGARH,Bilaspur,Bilaspur West,GP_932,Village_932,40008364141,Mahila Bilaspur Group,675994,OTH,,9,VO_CHH_932,CLF_CHH_932,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,108,24,shg_agriculture,-,shg_livestock,Active,379693081498.0,Savings (Default),SBIN1358222,Bilaspur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Mahasamund,Mahasamund East,GP_933,Village_933,40008364142,Samridhi Mahasamund Samiti,675274,GEN,,11,VO_CHH_933,CLF_CHH_933,SGSY,,No,,Woman(Regular),none,Weekly,Weekly,15,36,shg_agriculture,-,shg_livestock,Active,819763382134.0,Savings (Default),SBIN7405474,Mahasamund,STATE BANK OF INDIA,,True
CHHATTISGARH,Jagdalpur,Jagdalpur East,GP_934,Village_934,40008364143,Grameen Jagdalpur Sangathan,627971,GEN,,10,VO_CHH_934,CLF_CHH_934,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,41,12,shg_manufacturing,-,shg_livestock,Active,169239652123.0,Savings (Default),SBIN1191903,Jagdalpur,UNION BANK,,True
CHHATTISGARH,Raipur,Raipur South,GP_935,Village_935,40008364144,Sangam Raipur Group,168779,OTH,,11,VO_CHH_935,CLF_CHH_935,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,24,-,-,shg_livestock,Active,65900940013.0,Savings (Default),SBIN3902466,Raipur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Dhamtari,Dhamtari West,GP_936,Village_936,40008364145,Sangam Dhamtari Sangathan,910529,OTH,,13,VO_CHH_936,CLF_CHH_936,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,36,36,shg_agriculture,shg_livestock,shg_fishery,Active,721710913959.0,Savings (Default),SBIN7721726,Dhamtari,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Durg,Durg South,GP_937,Village_937,40008364146,Mahila Durg Sangathan,799634,SC,,9,VO_CHH_937,CLF_CHH_937,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,76,12,-,-,-,Active,784548206791.0,Savings (Default),SBIN3093910,Durg,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Durg,Durg West,GP_938,Village_938,40008364147,Shakti Durg Samiti,689950,OBC,,11,VO_CHH_938,CLF_CHH_938,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,130,12,-,-,shg_horticulture,Active,934163099352.0,Savings (Default),SBIN1355079,Durg,STATE BANK OF INDIA,,True
CHHATTISGARH,Raigarh,Raigarh North,GP_939,Village_939,40008364148,Mahila Raigarh Mandal,333750,OBC,,11,VO_CHH_939,CLF_CHH_939,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,-,shg_livestock,Active,725813481996.0,Savings (Default),SBIN5272068,Raigarh,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur South,GP_940,Village_940,40008364149,Jyoti Jagdalpur Samiti,854630,ST,,10,VO_CHH_940,CLF_CHH_940,SGSY,,No,,Woman(Regular),none,Weekly,Fortnightly,9,36,shg_agriculture,-,-,Active,700553002093.0,Savings (Default),SBIN7073106,Jagdalpur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur Central,GP_941,Village_941,40008364150,Asha Jagdalpur SHG,591734,OTH,,8,VO_CHH_941,CLF_CHH_941,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,30,24,-,shg_livestock,shg_fishery,Active,356980246619.0,Savings (Default),SBIN4207349,Jagdalpur,CANARA BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon Rural,GP_942,Village_942,40008364151,Swayam Rajnandgaon Mandal,922530,GEN,,11,VO_CHH_942,CLF_CHH_942,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,68,24,shg_manufacturing,-,-,Active,554818770873.0,Savings (Default),SBIN8655322,Rajnandgaon,UNION BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon North,GP_943,Village_943,40008364152,Swayam Kondagaon Group,438515,OTH,,9,VO_CHH_943,CLF_CHH_943,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_manufacturing,shg_livestock,shg_manufacturing,Active,722493861827.0,Savings (Default),SBIN6915332,Kondagaon,CANARA BANK,,True
CHHATTISGARH,Jashpur,Jashpur South,GP_944,Village_944,40008364153,Samridhi Jashpur Samiti,530786,OTH,,8,VO_CHH_944,CLF_CHH_944,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,28,24,shg_manufacturing,shg_manufacturing,shg_livestock,Active,231551751173.0,Savings (Default),SBIN8651892,Jashpur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Raipur,Raipur Rural,GP_945,Village_945,40008364154,Pragati Raipur Sangathan,854982,OTH,,10,VO_CHH_945,CLF_CHH_945,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,60,36,shg_manufacturing,-,-,Active,88856742807.0,Savings (Default),SBIN6039697,Raipur,STATE BANK OF INDIA,,True
CHHATTISGARH,Durg,Durg North,GP_946,Village_946,40008364155,Swayam Durg Sangathan,864677,GEN,,11,VO_CHH_946,CLF_CHH_946,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,12,-,-,-,Active,721682476598.0,Savings (Default),SBIN7093234,Durg,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur East,GP_947,Village_947,40008364156,Mahila Jagdalpur Samiti,500937,SC,,12,VO_CHH_947,CLF_CHH_947,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,78,36,shg_agriculture,shg_livestock,-,Active,383921912029.0,Savings (Default),SBIN9431479,Jagdalpur,STATE BANK OF INDIA,,True
CHHATTISGARH,Jagdalpur,Jagdalpur North,GP_948,Village_948,40008364157,Udyog Jagdalpur Samiti,498253,GEN,,10,VO_CHH_948,CLF_CHH_948,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,77,24,shg_agriculture,-,-,Active,659212179820.0,Savings (Default),SBIN2252201,Jagdalpur,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Kanker,Kanker Central,GP_949,Village_949,40008364158,Prerna Kanker Sangathan,404021,GEN,,12,VO_CHH_949,CLF_CHH_949,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,30,36,shg_agriculture,-,shg_agriculture,Active,145643613096.0,Savings (Default),SBIN2070206,Kanker,STATE BANK OF INDIA,,True
CHHATTISGARH,Kondagaon,Kondagaon East,GP_950,Village_950,40008364159,Jyoti Kondagaon SHG,219405,GEN,,11,VO_CHH_950,CLF_CHH_950,SGSY,,No,,Woman(Regular),none,Weekly,Fortnightly,69,24,shg_agriculture,shg_livestock,shg_manufacturing,Active,418873976373.0,Savings (Default),SBIN8595024,Kondagaon,CANARA BANK,,True
CHHATTISGARH,Korba,Korba West,GP_951,Village_951,40008364160,Shakti Korba Sangathan,490005,SC,,13,VO_CHH_951,CLF_CHH_951,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,29,36,shg_agriculture,-,shg_livestock,Active,735856789561.0,Savings (Default),SBIN1196423,Korba,UNION BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon South,GP_952,Village_952,40008364161,Vikas Rajnandgaon Sangathan,332673,GEN,,10,VO_CHH_952,CLF_CHH_952,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,53,36,shg_livestock,shg_livestock,-,Active,174201694833.0,Savings (Default),SBIN6983832,Rajnandgaon,BANK OF BARODA,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon North,GP_953,Village_953,40008364162,Sahayog Rajnandgaon Samiti,160834,ST,,11,VO_CHH_953,CLF_CHH_953,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,30,12,shg_agriculture,shg_agriculture,-,Active,776872505756.0,Savings (Default),SBIN5972402,Rajnandgaon,UNION BANK,,True
CHHATTISGARH,Raigarh,Raigarh East,GP_954,Village_954,40008364163,Pragati Raigarh SHG,951151,OTH,,12,VO_CHH_954,CLF_CHH_954,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,53,12,shg_agriculture,shg_manufacturing,-,Active,20663661767.0,Savings (Default),SBIN2055094,Raigarh,UNION BANK,,True
CHHATTISGARH,Kawardha,Kawardha Rural,GP_955,Village_955,40008364164,Janani Kawardha Mandal,503312,ST,,11,VO_CHH_955,CLF_CHH_955,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,34,36,shg_manufacturing,shg_fishery,-,Active,504170381960.0,Savings (Default),SBIN4458259,Kawardha,STATE BANK OF INDIA,,True
CHHATTISGARH,Balod,Balod South,GP_956,Village_956,40008364165,Prerna Balod Samiti,748525,OTH,,10,VO_CHH_956,CLF_CHH_956,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,49,24,shg_agriculture,shg_manufacturing,-,Active,427673103651.0,Savings (Default),SBIN3002214,Balod,BANK OF BARODA,,True
CHHATTISGARH,Durg,Durg South,GP_957,Village_957,40008364166,Pragati Durg Group,223655,OTH,,10,VO_CHH_957,CLF_CHH_957,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,28,24,-,shg_agriculture,shg_trading,Active,795670838277.0,Savings (Default),SBIN4904172,Durg,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Balod,Balod East,GP_958,Village_958,40008364167,Grameen Balod Group,645552,SC,,9,VO_CHH_958,CLF_CHH_958,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,54,24,shg_manufacturing,-,-,Active,353296048397.0,Savings (Default),SBIN8526344,Balod,BANK OF BARODA,,True
CHHATTISGARH,Korba,Korba Central,GP_959,Village_959,40008364168,Udyog Korba Group,702875,OBC,,9,VO_CHH_959,CLF_CHH_959,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_agriculture,shg_agriculture,-,Active,318849181088.0,Savings (Default),SBIN8077193,Korba,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Raipur,Raipur East,GP_960,Village_960,40008364169,Mahila Raipur SHG,798280,GEN,,9,VO_CHH_960,CLF_CHH_960,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,55,24,shg_livestock,-,-,Active,766970767045.0,Savings (Default),SBIN3865126,Raipur,CANARA BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon North,GP_961,Village_961,40008364170,Janani Kondagaon Sangathan,564697,GEN,,10,VO_CHH_961,CLF_CHH_961,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,28,24,-,-,shg_manufacturing,Active,592180301964.0,Savings (Default),SBIN5252763,Kondagaon,STATE BANK OF INDIA,,True
CHHATTISGARH,Kanker,Kanker West,GP_962,Village_962,40008364171,Janani Kanker SHG,494155,OBC,,13,VO_CHH_962,CLF_CHH_962,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,55,36,shg_manufacturing,-,-,Active,793650153892.0,Savings (Default),SBIN1508797,Kanker,STATE BANK OF INDIA,,True
CHHATTISGARH,Kanker,Kanker East,GP_963,Village_963,40008364172,Jyoti Kanker Mandal,307451,OTH,,9,VO_CHH_963,CLF_CHH_963,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_agriculture,-,shg_livestock,Active,454934886184.0,Savings (Default),SBIN2803526,Kanker,CANARA BANK,,True
CHHATTISGARH,Bilaspur,Bilaspur Central,GP_964,Village_964,40008364173,Jyoti Bilaspur Sangathan,567415,GEN,,10,VO_CHH_964,CLF_CHH_964,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,23,36,-,shg_livestock,shg_livestock,Active,837349175657.0,Savings (Default),SBIN3502413,Bilaspur,CANARA BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon South,GP_965,Village_965,40008364174,Udyog Rajnandgaon Samiti,423365,SC,,10,VO_CHH_965,CLF_CHH_965,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,-,shg_manufacturing,Active,801618607050.0,Savings (Default),SBIN9321761,Rajnandgaon,CANARA BANK,,True
CHHATTISGARH,Rajnandgaon,Rajnandgaon North,GP_966,Village_966,40008364175,Jyoti Rajnandgaon SHG,406120,OBC,,9,VO_CHH_966,CLF_CHH_966,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,4,36,-,shg_fishery,-,Active,919942636725.0,Savings (Default),SBIN1908501,Rajnandgaon,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Jagdalpur,Jagdalpur West,GP_967,Village_967,40008364176,Shakti Jagdalpur Group,717107,OTH,,12,VO_CHH_967,CLF_CHH_967,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,54,24,shg_livestock,shg_livestock,-,Active,754791455033.0,Savings (Default),SBIN7419857,Jagdalpur,STATE BANK OF INDIA,,True
CHHATTISGARH,Kawardha,Kawardha Rural,GP_968,Village_968,40008364177,Asha Kawardha Sangathan,236749,GEN,,9,VO_CHH_968,CLF_CHH_968,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,67,24,-,shg_livestock,-,Active,351187671788.0,Savings (Default),SBIN8226833,Kawardha,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Dhamtari,Dhamtari Central,GP_969,Village_969,40008364178,Mahila Dhamtari Group,598233,GEN,,8,VO_CHH_969,CLF_CHH_969,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,30,24,shg_livestock,shg_custom_hiring,shg_livestock,Active,912212964915.0,Savings (Default),SBIN6810218,Dhamtari,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Durg,Durg South,GP_970,Village_970,40008364179,Samridhi Durg SHG,202108,OBC,,11,VO_CHH_970,CLF_CHH_970,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,-,-,Active,233142517902.0,Savings (Default),SBIN6355832,Durg,PUNJAB NATIONAL BANK,,True
CHHATTISGARH,Raigarh,Raigarh Central,GP_971,Village_971,40008364180,Navjyoti Raigarh SHG,910939,GEN,,11,VO_CHH_971,CLF_CHH_971,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,28,24,shg_agriculture,shg_livestock,shg_fishery,Active,361125610391.0,Savings (Default),SBIN8843002,Raigarh,BANK OF BARODA,,True
CHHATTISGARH,Jagdalpur,Jagdalpur South,GP_972,Village_972,40008364181,Grameen Jagdalpur SHG,969172,SC,,11,VO_CHH_972,CLF_CHH_972,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_agriculture,shg_livestock,-,Active,315079820388.0,Savings (Default),SBIN3031363,Jagdalpur,UNION BANK,,True
CHHATTISGARH,Kondagaon,Kondagaon Rural,GP_973,Village_973,40008364182,Swayam Kondagaon SHG,652496,GEN,,11,VO_CHH_973,CLF_CHH_973,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,34,36,shg_agriculture,shg_agriculture,-,Active,52866681802.0,Savings (Default),SBIN1255965,Kondagaon,UNION BANK,,True
CHHATTISGARH,Raipur,Raipur South,GP_974,Village_974,40008364183,Janani Raipur SHG,509500,OBC,,10,VO_CHH_974,CLF_CHH_974,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,-,shg_livestock,Active,339106893313.0,Savings (Default),SBIN1520997,Raipur,BANK OF BARODA,,True
CHHATTISGARH,Kanker,Kanker Central,GP_975,Village_975,40008364184,Sahayog Kanker Sangathan,695928,GEN,,10,VO_CHH_975,CLF_CHH_975,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,55,36,shg_agriculture,shg_livestock,shg_fishery,Active,907406832691.0,Savings (Default),SBIN9117963,Kanker,STATE BANK OF INDIA,,True
CHHATTISGARH,Jagdalpur,Jagdalpur West,GP_976,Village_976,40008364185,Vikas Jagdalpur Mandal,546619,OBC,,8,VO_CHH_976,CLF_CHH_976,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,80,24,shg_agriculture,-,-,Active,374008208584.0,Savings (Default),SBIN8414407,Jagdalpur,BANK OF BARODA,,True
CHHATTISGARH,Jashpur,Jashpur Rural,GP_977,Village_977,40008364186,Samridhi Jashpur Sangathan,792317,GEN,,13,VO_CHH_977,CLF_CHH_977,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,103,24,shg_livestock,-,shg_livestock,Active,711465775311.0,Savings (Default),SBIN5405471,Jashpur,PUNJAB NATIONAL BANK,,True
